Product,ASIN,Aspect,amod_pct,amod_polar_word_pct,n_reviews,is_aspect
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,sansa,0.102,0.67,357,0
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,battery,0.15,0.26,352,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,sound,0.128,0.87,317,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,card,0.152,0.08,303,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,quality,0.393,0.9,300,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,song,0.175,0.47,260,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,life,0.201,0.46,235,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,ipod,0.099,0.6,215,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,sandisk,0.089,0.67,204,0
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,hour,0.09,0.54,200,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,radio,0.065,0.54,198,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,file,0.127,0.33,195,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,screen,0.178,0.4,193,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,size,0.166,0.7,187,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,sd,0.308,0.06,186,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,memory,0.355,0.24,181,1
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,usb,0.109,0.3,694,1
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,outlet,0.199,0.38,554,1
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,port,0.076,0.24,408,1
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,plug,0.059,0.31,389,1
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,surge,0.19,0.57,383,1
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,protector,0.083,0.57,319,1
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,phone,0.055,0.57,313,0
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,power,0.152,0.34,275,1
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,charger,0.147,0.36,274,1
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,wall,0.052,0.42,230,0
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,ipad,0.016,1,187,0
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,travel,0.014,0.5,182,1
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,belkin,0.016,1,168,0
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,laptop,0.01,0.33,159,0
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,unit,0.135,0.46,157,0
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,iphone,0,nan,141,0
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,room,0.121,0.59,133,1
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,hotel,0.106,1,108,1
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,cable,0.147,0.26,108,1
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,home,0.086,0.6,107,0
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,phone,0.055,0.56,464,0
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,headset,0.18,0.55,408,1
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,sound,0.111,0.74,386,1
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,music,0.074,0.59,336,1
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,quality,0.377,0.85,317,1
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,battery,0.148,0.34,310,1
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,ear,0.083,0.64,301,1
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,bluetooth,0.133,0.82,285,1
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,call,0.062,0.4,256,1
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,range,0.232,0.64,224,1
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,neck,0.036,0.55,214,0
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,headphone,0.2,0.46,212,1
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,life,0.197,0.71,201,1
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,bud,0.1,0.47,164,1
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,lg,0.019,0.5,163,0
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,iphone,0.005,0,132,0
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,connection,0.226,0.34,127,1
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,voice,0.239,0.37,119,1
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,volume,0.157,0.35,110,1
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,button,0.088,0.29,110,1
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,kindle,0.068,0.71,764,0
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,cover,0.15,0.51,703,1
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,paperwhite,0.062,0.89,498,0
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,case,0.166,0.66,347,1
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,leather,0.225,0.75,244,1
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,color,0.253,0.52,216,1
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,quality,0.367,0.94,151,1
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,protection,0.417,0.81,144,1
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,weight,0.296,0.7,127,1
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,hand,0.126,0.69,126,1
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,fit,0.044,0.73,110,1
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,feature,0.261,0.47,109,1
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,screen,0.043,0.5,107,0
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,book,0.186,0.71,103,0
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,bit,0.12,0.7,92,0
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,magnet,0.051,0.83,80,1
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,sleep,0.006,0,74,0
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,light,0.086,0.31,69,1
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,button,0.117,0.37,65,1
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,reader,0.117,0.62,62,0
Garmin Portable Friction Mount,B000LRMS66,mount,0.066,0.39,975,1
Garmin Portable Friction Mount,B000LRMS66,gp,0.065,0.48,834,0
Garmin Portable Friction Mount,B000LRMS66,dash,0.055,0.43,787,0
Garmin Portable Friction Mount,B000LRMS66,garmin,0.06,0.84,780,0
Garmin Portable Friction Mount,B000LRMS66,car,0.148,0.35,589,1
Garmin Portable Friction Mount,B000LRMS66,suction,0.035,0.67,569,1
Garmin Portable Friction Mount,B000LRMS66,windshield,0.057,0.29,542,1
Garmin Portable Friction Mount,B000LRMS66,cup,0.267,0.09,446,1
Garmin Portable Friction Mount,B000LRMS66,dashboard,0.094,0.42,444,1
Garmin Portable Friction Mount,B000LRMS66,friction,0.221,0.27,384,1
Garmin Portable Friction Mount,B000LRMS66,place,0.035,0.71,338,1
Garmin Portable Friction Mount,B000LRMS66,unit,0.091,0.38,311,0
Garmin Portable Friction Mount,B000LRMS66,nuvi,0.024,0.86,305,0
Garmin Portable Friction Mount,B000LRMS66,window,0.069,0.33,230,1
Garmin Portable Friction Mount,B000LRMS66,gps,0.043,0.5,199,0
Garmin Portable Friction Mount,B000LRMS66,vehicle,0.196,0.31,196,0
Garmin Portable Friction Mount,B000LRMS66,seat,0.075,0,161,0
Garmin Portable Friction Mount,B000LRMS66,floor,0.013,0.5,133,0
Garmin Portable Friction Mount,B000LRMS66,turn,0.207,0.85,123,1
Garmin Portable Friction Mount,B000LRMS66,base,0.137,0.36,123,1
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,cable,0.176,0.56,3044,1
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,hdmi,0.058,0.55,1686,0
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,quality,0.315,0.81,1190,1
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,tv,0.069,0.72,828,0
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,picture,0.206,0.81,398,1
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,store,0.307,0.16,362,0
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,money,0.224,0.75,311,0
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,box,0.153,0.27,302,0
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,length,0.269,0.64,300,1
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,player,0.056,0.62,286,0
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,amazonbasics,0.041,0.33,275,0
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,cord,0.185,0.62,237,1
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,job,0.134,0.72,236,0
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,video,0.125,0.62,229,1
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,ray,0.072,0.09,226,0
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,difference,0.085,0.51,211,0
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,monster,0.063,0.33,202,0
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,roku,0.079,0.94,195,0
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,laptop,0.014,0.75,186,0
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,signal,0.262,0.33,186,1
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,tv,0.095,0.74,1741,1
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,netflix,0.017,0.57,1527,1
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,chromecast,0.02,0.43,1416,1
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,google,0.018,0.5,1181,0
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,youtube,0.02,0.52,1173,1
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,video,0.129,0.32,1083,1
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,apps,0.328,0.71,878,1
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,chrome,0.026,0,851,0
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,phone,0.053,0.74,827,1
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,browser,0.03,0.4,584,1
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,app,0.092,0.37,582,1
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,tablet,0.021,0.67,552,1
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,screen,0.282,0.49,551,1
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,computer,0.051,0.43,547,1
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,roku,0.017,0.71,541,0
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,laptop,0.049,0.5,536,1
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,hdmi,0.053,0.38,513,1
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,movie,0.07,0.43,425,1
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,content,0.235,0.5,423,1
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,setup,0.109,0.53,409,1
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,drive,0.308,0.57,1019,1
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,usb,0.064,0.44,519,0
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,wd,0.105,0.48,386,0
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,file,0.188,0.59,375,1
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,computer,0.14,0.55,362,0
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,backup,0.122,0.35,308,1
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,storage,0.374,0.42,295,1
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,software,0.188,0.21,256,1
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,passport,0.081,0.53,255,0
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,data,0.156,0.47,239,1
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,size,0.204,0.52,223,1
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,speed,0.189,0.49,198,1
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,laptop,0.069,0.57,190,0
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,case,0.153,0.4,177,1
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,space,0.354,0.57,175,1
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,power,0.111,0.07,167,1
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,digital,0.171,0,156,0
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,cable,0.125,0.26,149,1
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,port,0.064,0.23,142,1
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,transfer,0.05,0.53,131,1
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,battery,0.27,0.36,1642,1
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,charge,0.045,0.71,746,1
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,charger,0.165,0.62,437,1
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,eneloop,0.068,0.72,381,0
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,aa,0.054,0.12,374,0
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,camera,0.189,0.17,269,0
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,flash,0.073,0.24,231,0
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,aaa,0.053,0.2,229,0
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,eneloops,0.163,0.39,228,0
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,power,0.147,0.68,202,1
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,set,0.142,0.49,198,1
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,sanyo,0,nan,194,0
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,pack,0.106,0.44,167,1
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,life,0.263,0.67,161,1
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,money,0.215,0.7,153,0
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,capacity,0.356,0.66,140,1
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,rechargeables,0.246,0.78,139,1
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,hour,0.096,0.59,134,1
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,flashlight,0.096,0.46,116,0
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,week,0.168,0.61,116,0
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,drive,0.134,0.62,754,1
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,flash,0.041,0.5,517,0
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,sandisk,0.028,0.33,341,0
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,usb,0.069,0.76,338,0
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,file,0.251,0.62,311,1
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,computer,0.125,0.53,185,0
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,storage,0.332,0.31,178,1
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,data,0.173,0.61,171,1
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,speed,0.268,0.36,153,1
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,gb,0.029,0.4,140,0
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,cruzer,0.051,0.64,112,0
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,space,0.356,0.49,107,1
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,thumb,0.14,0.33,97,0
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,transfer,0.03,0.6,97,1
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,capacity,0.328,0.78,95,1
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,memory,0.237,0.61,90,1
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,quality,0.218,0.93,82,1
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,music,0.06,0.4,82,1
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,deal,0.247,0.85,74,0
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,size,0.282,0.36,74,1
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,drive,0.228,0.62,684,1
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,ssd,0.108,0.58,530,1
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,boot,0.04,0.56,296,1
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,computer,0.139,0.69,280,1
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,second,0.055,0.72,240,0
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,speed,0.172,0.33,227,1
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,performance,0.238,0.63,219,1
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,system,0.143,0.55,217,1
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,windows,0.024,0.5,215,0
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,laptop,0.185,0.72,211,0
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,firmware,0.189,0.74,175,1
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,m4,0.101,0.21,161,0
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,pro,0.046,0.64,157,0
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,macbook,0.156,0.79,150,0
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,program,0.201,0.57,138,1
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,sata,0.054,0.33,134,0
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,disk,0.304,0.61,127,1
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,data,0.103,0.56,118,1
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,crucial,0.051,1,116,0
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,hdd,0.192,0.63,116,0
