Product,ASIN,Aspect,Avg_Dist,PMI,n_reviews,is_aspect,part_of_trigram
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,sandisk ultra,1.08,0.00042,111,0,
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,sd adapter,1.45,0.00018,111,0,
SanDisk Ultra 64GB MicroSDXC Class 10 UHS Memory Card Speed Up To 30MB/s With Adapter - SDSDQUA-064G-U46A [Old Version],B007WTAJTO,galaxy phone,2.26,5.00E-05,107,0,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,hdmi cable,1.08,0.0001,1230,1,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,mediabridge cable,1.62,6.00E-05,378,0,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,quality cable,1.92,3.00E-05,338,0,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,high quality,1.14,0.00025,273,0,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,high cable,2.6,6.00E-05,241,0,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,blu ray,1.75,0.00252,238,,1
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,picture quality,1.52,0.00021,212,1,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,ray player,1.09,0.00141,199,,1
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,mediabridge hdmi,1.73,8.00E-05,191,0,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,monster cable,1.29,9.00E-05,180,0,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,expensive cable,1.53,7.00E-05,141,0,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,blu player,2.74,0.00124,139,0,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,high speed,1.13,0.00119,132,1,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,cheap cable,1.72,5.00E-05,129,0,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,high hdmi,2.07,9.00E-05,128,0,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,cable connect,1.99,4.00E-05,119,0,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,picture sound,2.12,0.00064,113,0,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,cable box,1.32,4.00E-05,101,0,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,home theater,1.01,0.00441,101,0,
"Mediabridge ULTRA Series HDMI Cable (6 Foot) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",B0019EHU8G,recommend cable,2.13,3.00E-05,99,0,
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,mp3 player,1.01,0.00036,447,1,
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,battery life,1.01,0.00138,204,1,
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,sound quality,1.15,0.0008,198,1,
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,sd card,1.06,0.0013,140,,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,sansa clip,1.02,0.00029,140,1,
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,micro sd,1.1,0.00268,117,,1
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,micro card,2.01,0.00113,97,0,
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,fm radio,1.03,0.0019,94,1,
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,audio book,1.02,0.00182,83,1,
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,listen music,2.18,0.00023,73,0,
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,sansa clip+,1.04,0.00051,70,1,
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,play music,1.52,0.00018,70,0,
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,ear bud,1.13,0.00493,64,1,
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,microsd card,1.04,0.00129,61,1,
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,music player,1.32,4.00E-05,55,0,
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,media player,1.06,0.00042,53,1,
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,sandisk sansa,1.02,0.0003,52,0,
SanDisk Sansa Clip+ 4 GB MP3 Player (Red) (Discontinued by Manufacturer),B002MAPRYU,memory card,1.27,0.00046,49,1,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,usb port,1.16,0.00068,380,1,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,surge protector,1.01,0.00139,300,1,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,usb charge,1.72,0.00014,177,0,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,charge phone,2.11,0.0003,139,0,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,usb outlet,1.89,0.0001,119,0,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,usb charger,1.15,0.00021,102,0,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,charge ipad,2.03,0.00033,96,0,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,charge port,1.6,0.00015,96,0,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,cell phone,1,0.00221,79,0,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,surge protection,1.09,0.00107,68,1,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,usb plug,1.86,5.00E-05,67,0,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,usb power,1.67,0.00012,64,0,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,wall outlet,1.24,0.00018,61,0,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,usb cable,1.23,0.0004,60,1,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,wall plug,1.79,0.00015,57,0,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,plug rotate,1.59,0.00036,56,1,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,hotel room,1,0.00316,53,1,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,iphone ipad,2.3,0.00106,51,0,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,charge iphone,2.06,0.00022,47,0,
Belkin Mini 5W 3-Outlet Swivel Travel Charger with Dual USB Ports,B0015DYMVO,power strip,1,0.00117,44,0,
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,sound quality,1.2,0.00066,237,1,
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,battery life,1.01,0.00197,186,1,
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,listen music,2.06,0.00103,145,0,
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,ear bud,1.13,0.00126,132,1,
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,bluetooth headset,1.11,0.00023,104,1,
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,phone call,1.11,0.00026,102,1,
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,bluetooth headphone,1.21,0.00019,41,1,
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,foot away,1.1,0.00236,36,1,
LG Tone HBS-730 Wireless Stereo Headset - Black,B009A5204K,cell phone,1,0.00076,31,1,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,kindle paperwhite,1.02,0.00021,253,1,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,kindle cover,2.45,7.00E-05,168,0,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,fit kindle,2.04,0.00016,133,0,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,close cover,1.82,0.0002,117,0,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,protect kindle,2.12,0.00027,106,0,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,turn kindle,2.08,0.00023,102,0,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,paperwhite cover,2.39,7.00E-05,93,0,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,leather cover,1.15,0.00016,91,1,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,open cover,1.95,0.00014,87,0,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,fit paperwhite,2.14,0.00018,81,0,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,kindle case,2.47,5.00E-05,63,0,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,kindle sleep,2.21,0.00023,59,0,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,put kindle,2.02,0.00021,58,0,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,hold kindle,2.11,9.00E-05,53,0,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,add weight,2.11,0.0017,52,0,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,cover fold,1.57,0.00024,52,0,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,kindle perfectly,1.73,0.00017,49,0,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,cover fit,1.51,5.00E-05,48,0,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,nice cover,1.82,7.00E-05,43,0,
"Amazon Kindle Paperwhite Case - Lightest and Thinnest Protective Genuine Leather Cover with Auto Wake/Sleep for Amazon Kindle Paperwhite, Saddle Tan",B007R5YDYA,high quality,1.09,0.00318,42,0,
Garmin Portable Friction Mount,B000LRMS66,suction cup,1.04,0.0012,439,1,
Garmin Portable Friction Mount,B000LRMS66,friction mount,1.1,0.00032,326,1,
Garmin Portable Friction Mount,B000LRMS66,suction mount,1.61,0.00016,270,0,
Garmin Portable Friction Mount,B000LRMS66,windshield mount,1.51,0.00013,211,0,
Garmin Portable Friction Mount,B000LRMS66,garmin mount,2.52,7.00E-05,188,0,
Garmin Portable Friction Mount,B000LRMS66,cup mount,1.2,0.00012,160,0,
Garmin Portable Friction Mount,B000LRMS66,gp mount,2.21,5.00E-05,151,0,
Garmin Portable Friction Mount,B000LRMS66,stay place,2.1,0.0005,145,0,
Garmin Portable Friction Mount,B000LRMS66,garmin nuvi,1.06,0.0003,138,1,
Garmin Portable Friction Mount,B000LRMS66,gp unit,1.11,0.0002,101,0,
Garmin Portable Friction Mount,B000LRMS66,hold gp,2.04,0.00023,98,0,
Garmin Portable Friction Mount,B000LRMS66,portable mount,2.06,0.00019,95,0,
Garmin Portable Friction Mount,B000LRMS66,window mount,1.33,0.00015,94,0,
Garmin Portable Friction Mount,B000LRMS66,portable friction,1.02,0.00087,90,1,
Garmin Portable Friction Mount,B000LRMS66,garmin friction,1.84,0.00016,86,0,
Garmin Portable Friction Mount,B000LRMS66,dashboard mount,1.27,7.00E-05,86,0,
Garmin Portable Friction Mount,B000LRMS66,dash mount,1.57,3.00E-05,78,0,
Garmin Portable Friction Mount,B000LRMS66,windshield suction,1.65,0.00014,76,0,
Garmin Portable Friction Mount,B000LRMS66,garmin portable,1.04,0.00034,72,0,
Garmin Portable Friction Mount,B000LRMS66,bean bag,1.1,0.00655,72,1,
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,hdmi cable,1.06,0.00011,1436,1,
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,quality cable,1.87,3.00E-05,270,0,
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,expensive cable,1.4,8.00E-05,219,0,
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,high quality,1.16,0.00025,214,0,
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,high cable,2.55,5.00E-05,183,0,
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,blu ray,1.72,0.00387,180,,1
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,ray player,1.06,0.00206,159,,1
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,picture quality,1.45,0.00024,151,1,
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,cheap cable,1.78,4.00E-05,134,0,
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,high hdmi,2.5,9.00E-05,130,0,
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,monster cable,1.38,9.00E-05,129,0,
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,blu player,2.73,0.00207,128,0,
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,amazonbasics cable,1.68,6.00E-05,119,0,
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,high speed,1.54,0.0013,114,1,
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,cable connect,2.02,3.00E-05,111,0,
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,picture sound,2.2,0.00082,98,0,
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,big box,1.1,0.00125,93,,1
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,speed hdmi,1.05,0.00023,88,0,
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,box store,1.11,0.00061,87,,1
AmazonBasics High-Speed HDMI Cable with Ethernet - Braided 6.5 feet/2.0 meters (Discontinued by Manufacturer),B003ES5ZUU,basic cable,1.47,7.00E-05,86,0,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,netflix youtube,2.07,0.00016,560,0,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,chrome browser,1.11,0.00046,435,1,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,stream video,1.56,7.00E-05,285,0,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,youtube video,1.38,9.00E-05,264,0,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,phone tablet,2.11,0.0003,257,0,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,apple tv,1.04,0.00016,256,0,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,stream netflix,1.42,5.00E-05,243,0,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,smart tv,1.34,0.00017,228,0,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,google play,1.13,0.00011,219,1,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,watch netflix,1.49,8.00E-05,212,0,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,netflix hulu,2.11,0.0002,193,0,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,hdmi port,1.16,0.00064,193,1,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,watch youtube,1.74,9.00E-05,181,0,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,google chrome,1.12,7.00E-05,166,1,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,usb port,1.11,0.00087,164,1,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,google chromecast,1.32,2.00E-05,164,1,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,chrome cast,1.78,0.00012,162,0,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,chrome tab,1.58,0.00032,157,1,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,play video,1.98,8.00E-05,156,0,
Google Chromecast HDMI Streaming Media Player,B00DR0PDNE,stream youtube,1.9,4.00E-05,155,0,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,hard drive,1.02,0.00031,482,1,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,external drive,1.68,0.00024,282,0,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,western digital,1,0.00359,152,1,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,portable drive,2.18,0.00017,123,0,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,usb port,1.43,0.00068,117,1,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,wd drive,1.85,8.00E-05,109,0,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,wd passport,1.54,0.0005,106,1,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,backup drive,1.62,5.00E-05,92,0,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,usb drive,2.15,4.00E-05,89,0,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,usb cable,1.49,0.00034,79,1,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,passport drive,1.76,6.00E-05,62,0,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,power usb,2.22,0.00022,61,0,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,transfer file,1.42,0.00038,57,1,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,time machine,1.01,0.00121,53,1,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,backup software,1.13,0.00022,52,1,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,small drive,2.36,5.00E-05,51,0,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,usb speed,2.28,0.0002,48,0,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,transfer speed,1.12,0.00071,48,1,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,external power,1.12,0.0003,44,1,
WD My Passport 2TB Portable External USB 3.0 Hard Drive Storage Black (WDBY8L0020BBK-NESN),B005HMKKH4,data transfer,1.22,0.00048,44,1,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,rechargeable battery,1.11,0.00018,427,1,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,hold charge,1.99,0.00037,353,1,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,eneloop battery,1.33,0.00011,241,0,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,long time,1.23,0.00042,211,0,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,battery charge,2.24,3.00E-05,195,0,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,aa battery,1.56,0.0001,186,0,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,battery charger,1.87,4.00E-05,115,0,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,aa aaa,2.12,0.00079,111,0,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,aaa battery,1.3,0.0001,105,0,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,alkaline battery,1.13,0.00017,103,0,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,battery last,1.74,4.00E-05,102,0,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,charge long,2.42,8.00E-05,101,0,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,regular battery,1.51,0.00014,72,0,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,last time,2.86,0.00014,69,0,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,sanyo eneloop,1.36,0.00048,67,1,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,camera flash,1.41,0.00054,66,0,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,charge time,2.31,5.00E-05,65,0,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,sanyo battery,1.96,7.00E-05,63,0,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,digital camera,1.01,0.00223,63,0,
eneloop SEC-CSPACER4PK C Size Spacers for use with AA battery cells,B002V88HFE,nimh battery,1.26,0.00013,62,1,
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,flash drive,1.01,0.00057,493,1,
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,usb drive,1.69,0.00025,154,0,
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,usb flash,1.1,0.00024,91,0,
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,thumb drive,1.06,0.00055,86,0,
